"Kod";"Nazwa";"ogółem;ogółem;2023;[osoba]";
2661000;"Powiat m. Kielce";182295;
2661011;"Kielce (1)";182295;
2800000;"WARMIŃSKO-MAZURSKIE";1357910;
2801000;"Powiat bartoszycki";52674;
2801011;"Bartoszyce (1)";21314;
2801021;"Górowo Iławeckie (1)";3627;
2801032;"Bartoszyce (2)";10224;
2801043;"Bisztynek (3)";5660;
2801044;"Bisztynek - miasto (4)";2156;
2801045;"Bisztynek - obszar wiejski (5)";3504;
2801052;"Górowo Iławeckie (2)";6151;
2801063;"Sępopol (3)";5698;
2801064;"Sępopol - miasto (4)";1890;
2801065;"Sępopol - obszar wiejski (5)";3808;
2802000;"Powiat braniewski";37281;
2802011;"Braniewo (1)";16015;
2802022;"Braniewo (2)";5391;
2802033;"Frombork (3)";3071;
2802034;"Frombork - miasto (4)";2029;
2802035;"Frombork - obszar wiejski (5)";1042;
2802042;"Lelkowo (2)";2371;
2802053;"Pieniężno (3)";5530;
2802054;"Pieniężno - miasto (4)";2420;
2802055;"Pieniężno - obszar wiejski (5)";3110;
2802062;"Płoskinia (2)";2349;
2802072;"Wilczęta (2)";2554;
2803000;"Powiat działdowski";61416;
2803011;"Działdowo (1)";20125;
2803022;"Działdowo (2)";9608;
2803032;"Iłowo-Osada (2)";6703;
2803043;"Lidzbark (3)";13169;
2803044;"Lidzbark - miasto (4)";7182;
2803045;"Lidzbark - obszar wiejski (5)";5987;
2803052;"Płośnica (2)";5081;
2803062;"Rybno (2)";6730;
2804000;"Powiat elbląski";54142;
2804012;"Elbląg (2)";7638;
2804022;"Godkowo (2)";2723;
2804032;"Gronowo Elbląskie (2)";4764;
2804042;"Markusy (2)";3864;
2804052;"Milejewo (2)";3253;
2804063;"Młynary (3)";4176;
2804064;"Młynary - miasto (4)";1681;
2804065;"Młynary - obszar wiejski (5)";2495;
2804073;"Pasłęk (3)";18265;
2804074;"Pasłęk - miasto (4)";11728;
2804075;"Pasłęk - obszar wiejski (5)";6537;
2804082;"Rychliki (2)";3486;
2804093;"Tolkmicko (3)";5973;
2804094;"Tolkmicko - miasto (4)";2395;
2804095;"Tolkmicko - obszar wiejski (5)";3578;
2805000;"Powiat ełcki";88343;
2805011;"Ełk (1)";59759;
2805022;"Ełk (2)";12465;
2805032;"Kalinowo (2)";6134;
2805042;"Prostki (2)";6683;
2805052;"Stare Juchy (2)";3302;
2806000;"Powiat giżycki";53736;
2806011;"Giżycko (1)";27310;
2806042;"Giżycko (2)";8887;
2806052;"Kruklanki (2)";2930;
2806062;"Miłki (2)";3430;
2806083;"Ryn (3)";5365;
2806084;"Ryn - miasto (4)";2678;
2806085;"Ryn - obszar wiejski (5)";2687;
2806102;"Wydminy (2)";5814;
2807000;"Powiat iławski";89870;
2807011;"Iława (1)";32188;
2807021;"Lubawa (1)";10633;
2807032;"Iława (2)";13214;
2807043;"Kisielice (3)";5533;
2807044;"Kisielice - miasto (4)";2005;
2807045;"Kisielice - obszar wiejski (5)";3528;
2807052;"Lubawa (2)";10391;
2807063;"Susz (3)";11783;
2807064;"Susz - miasto (4)";5245;
2807065;"Susz - obszar wiejski (5)";6538;
2807073;"Zalewo (3)";6128;
2807074;"Zalewo - miasto (4)";2026;
2807075;"Zalewo - obszar wiejski (5)";4102;
2808000;"Powiat kętrzyński";57045;
2808011;"Kętrzyn (1)";25113;
2808022;"Barciany (2)";5601;
2808032;"Kętrzyn (2)";7619;
2808043;"Korsze (3)";8700;
2808044;"Korsze - miasto (4)";3934;
2808045;"Korsze - obszar wiejski (5)";4766;
2808053;"Reszel (3)";6637;
2808054;"Reszel - miasto (4)";4045;
2808055;"Reszel - obszar wiejski (5)";2592;
2808062;"Srokowo (2)";3375;
2809000;"Powiat lidzbarski";38126;
2809011;"Lidzbark Warmiński (1)";14459;
2809022;"Kiwity (2)";3059;
2809032;"Lidzbark Warmiński (2)";6403;
2809042;"Lubomino (2)";3293;
2809053;"Orneta (3)";10912;
2809054;"Orneta - miasto (4)";8007;
2809055;"Orneta - obszar wiejski (5)";2905;
2810000;"Powiat mrągowski";47472;
2810011;"Mrągowo (1)";20533;
2810023;"Mikołajki (3)";7347;
2810024;"Mikołajki - miasto (4)";3361;
2810025;"Mikołajki - obszar wiejski (5)";3986;
2810032;"Mrągowo (2)";8054;
2810042;"Piecki (2)";7157;
2810052;"Sorkwity (2)";4381;
2811000;"Powiat nidzicki";30460;
2811012;"Janowiec Kościelny (2)";2916;
2811022;"Janowo (2)";2510;
2811032;"Kozłowo (2)";5298;
2811043;"Nidzica (3)";19736;
2811044;"Nidzica - miasto (4)";12629;
2811045;"Nidzica - obszar wiejski (5)";7107;
2812000;"Powiat nowomiejski";41964;
2812011;"Nowe Miasto Lubawskie (1)";10089;
2812022;"Biskupiec (2)";8587;
2812032;"Grodziczno (2)";5870;
2812042;"Kurzętnik (2)";8995;
2812052;"Nowe Miasto Lubawskie (2)";8423;
2813000;"Powiat olecki";31996;
2813032;"Kowale Oleckie (2)";4554;
2813043;"Olecko (3)";20956;
2813044;"Olecko - miasto (4)";15721;
2813045;"Olecko - obszar wiejski (5)";5235;
2813052;"Świętajno (2)";3322;
2813062;"Wieliczki (2)";3164;
2814000;"Powiat olsztyński";129914;
2814013;"Barczewo (3)";18236;
2814014;"Barczewo - miasto (4)";7377;
2814015;"Barczewo - obszar wiejski (5)";10859;
2814023;"Biskupiec (3)";17735;
2814024;"Biskupiec - miasto (4)";9924;
2814025;"Biskupiec - obszar wiejski (5)";7811;
2814033;"Dobre Miasto (3)";14993;
2814034;"Dobre Miasto - miasto (4)";9255;
2814035;"Dobre Miasto - obszar wiejski (5)";5738;
2814042;"Dywity (2)";13708;
2814052;"Gietrzwałd (2)";6946;
2814063;"Jeziorany (3)";6952;
2814064;"Jeziorany - miasto (4)";2943;
2814065;"Jeziorany - obszar wiejski (5)";4009;
2814072;"Jonkowo (2)";7811;
2814082;"Kolno (2)";2758;
2814093;"Olsztynek (3)";13114;
2814094;"Olsztynek - miasto (4)";7165;
2814095;"Olsztynek - obszar wiejski (5)";5949;
2814102;"Purda (2)";8975;
2814112;"Stawiguda (2)";14975;
2814122;"Świątki (2)";3711;
2815000;"Powiat ostródzki";99069;
2815011;"Ostróda (1)";31336;
2815022;"Dąbrówno (2)";3871;
2815032;"Grunwald (2)";5073;
2815042;"Łukta (2)";4372;
2815052;"Małdyty (2)";5765;
2815063;"Miłakowo (3)";4933;
2815064;"Miłakowo - miasto (4)";2399;
2815065;"Miłakowo - obszar wiejski (5)";2534;
2815073;"Miłomłyn (3)";4748;
2815074;"Miłomłyn - miasto (4)";2410;
2815075;"Miłomłyn - obszar wiejski (5)";2338;
2815083;"Morąg (3)";23010;
2815084;"Morąg - miasto (4)";12757;
2815085;"Morąg - obszar wiejski (5)";10253;
2815092;"Ostróda (2)";15961;
2816000;"Powiat piski";51969;
2816013;"Biała Piska (3)";10354;
2816014;"Biała Piska - miasto (4)";3673;
2816015;"Biała Piska - obszar wiejski (5)";6681;
2816023;"Orzysz (3)";8367;
2816024;"Orzysz - miasto (4)";5279;
2816025;"Orzysz - obszar wiejski (5)";3088;
2816033;"Pisz (3)";25941;
2816034;"Pisz - miasto (4)";17672;
2816035;"Pisz - obszar wiejski (5)";8269;
2816043;"Ruciane-Nida (3)";7307;
2816044;"Ruciane-Nida - miasto (4)";4073;
2816045;"Ruciane-Nida - obszar wiejski (5)";3234;
2817000;"Powiat szczycieński";66535;
2817011;"Szczytno (1)";21878;
2817022;"Dźwierzuty (2)";5829;
2817032;"Jedwabno (2)";3451;
2817043;"Pasym (3)";5048;
2817044;"Pasym - miasto (4)";2390;
2817045;"Pasym - obszar wiejski (5)";2658;
2817052;"Rozogi (2)";5190;
2817062;"Szczytno (2)";13567;
2817072;"Świętajno (2)";5334;
2817083;"Wielbark (3)";6238;
2817084;"Wielbark - miasto (4)";2979;
2817085;"Wielbark - obszar wiejski (5)";3259;
2818000;"Powiat gołdapski";24860;
2818012;"Banie Mazurskie (2)";3184;
2818022;"Dubeninki (2)";2635;
2818033;"Gołdap (3)";19041;
2818034;"Gołdap - miasto (4)";13184;
2818035;"Gołdap - obszar wiejski (5)";5857;
2819000;"Powiat węgorzewski";20804;
2819012;"Budry (2)";2542;
2819022;"Pozezdrze (2)";2962;
2819033;"Węgorzewo (3)";15300;
2819034;"Węgorzewo - miasto (4)";10563;
2819035;"Węgorzewo - obszar wiejski (5)";4737;
2861000;"Powiat m. Elbląg";112923;
2861011;"Elbląg (1)";112923;
2862000;"Powiat m. Olsztyn";167311;
2862011;"Olsztyn (1)";167311;
3000000;"WIELKOPOLSKIE";3487973;
3001000;"Powiat chodzieski";45206;
3001011;"Chodzież (1)";17321;
3001023;"Budzyń (3)";8290;
3001024;"Budzyń - miasto (4)";4668;
3001025;"Budzyń - obszar wiejski (5)";3622;
3001032;"Chodzież (2)";6146;
3001043;"Margonin (3)";6302;
3001044;"Margonin - miasto (4)";2967;
3001045;"Margonin - obszar wiejski (5)";3335;
3001053;"Szamocin (3)";7147;
3001054;"Szamocin - miasto (4)";3900;
3001055;"Szamocin - obszar wiejski (5)";3247;
3002000;"Powiat czarnkowsko-trzcianecki";83442;
3002011;"Czarnków (1)";9916;
3002022;"Czarnków (2)";11188;
3002032;"Drawsko (2)";5566;
3002043;"Krzyż Wielkopolski (3)";8237;
3002044;"Krzyż Wielkopolski - miasto (4)";5882;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";2355;
3002052;"Lubasz (2)";7520;
3002062;"Połajewo (2)";5958;
3002073;"Trzcianka (3)";23382;
3002074;"Trzcianka - miasto (4)";16422;
3002075;"Trzcianka - obszar wiejski (5)";6960;
3002083;"Wieleń (3)";11675;
3002084;"Wieleń - miasto (4)";5677;
3002085;"Wieleń - obszar wiejski (5)";5998;
3003000;"Powiat gnieźnieński";141303;
3003011;"Gniezno (1)";63549;
3003023;"Czerniejewo (3)";7261;
3003024;"Czerniejewo - miasto (4)";2555;
3003025;"Czerniejewo - obszar wiejski (5)";4706;
3003032;"Gniezno (2)";14579;
3003042;"Kiszkowo (2)";5138;
3003053;"Kłecko (3)";7112;
3003054;"Kłecko - miasto (4)";2520;
3003055;"Kłecko - obszar wiejski (5)";4592;
3003062;"Łubowo (2)";7300;
3003072;"Mieleszyn (2)";3672;
3003082;"Niechanowo (2)";5959;
3003093;"Trzemeszno (3)";13703;
3003094;"Trzemeszno - miasto (4)";7272;
3003095;"Trzemeszno - obszar wiejski (5)";6431;
3003103;"Witkowo (3)";13030;
3003104;"Witkowo - miasto (4)";7427;
3003105;"Witkowo - obszar wiejski (5)";5603;
3004000;"Powiat gostyński";73516;
3004013;"Borek Wielkopolski (3)";7032;
3004014;"Borek Wielkopolski - miasto (4)";2436;
3004015;"Borek Wielkopolski - obszar wiejski (5)";4596;
3004023;"Gostyń (3)";27763;
3004024;"Gostyń - miasto (4)";19814;
3004025;"Gostyń - obszar wiejski (5)";7949;
3004033;"Krobia (3)";12609;
3004034;"Krobia - miasto (4)";4513;
3004035;"Krobia - obszar wiejski (5)";8096;
3004042;"Pępowo (2)";5729;
3004052;"Piaski (2)";8239;
3004063;"Pogorzela (3)";4668;
3004064;"Pogorzela - miasto (4)";2032;
3004065;"Pogorzela - obszar wiejski (5)";2636;
3004073;"Poniec (3)";7476;
3004074;"Poniec - miasto (4)";2918;
3004075;"Poniec - obszar wiejski (5)";4558;
3005000;"Powiat grodziski";51560;
3005012;"Granowo (2)";5051;
3005023;"Grodzisk Wielkopolski (3)";20372;
3005024;"Grodzisk Wielkopolski - miasto (4)";15124;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";5248;
3005032;"Kamieniec (2)";6210;
3005043;"Rakoniewice (3)";13254;
3005044;"Rakoniewice - miasto (4)";3590;
3005045;"Rakoniewice - obszar wiejski (5)";9664;
3005053;"Wielichowo (3)";6673;
3005054;"Wielichowo - miasto (4)";1665;
3005055;"Wielichowo - obszar wiejski (5)";5008;
3006000;"Powiat jarociński";69749;
3006013;"Jaraczewo (3)";7599;
3006014;"Jaraczewo - miasto (4)";1368;
3006015;"Jaraczewo - obszar wiejski (5)";6231;
3006023;"Jarocin (3)";45466;
3006024;"Jarocin - miasto (4)";26286;
3006025;"Jarocin - obszar wiejski (5)";19180;
3006032;"Kotlin (2)";6937;
3006043;"Żerków (3)";9747;
3006044;"Żerków - miasto (4)";2080;
3006045;"Żerków - obszar wiejski (5)";7667;
3007000;"Powiat kaliski";82215;
3007012;"Blizanów (2)";10089;
3007022;"Brzeziny (2)";5726;
3007032;"Ceków-Kolonia (2)";4734;
3007042;"Godziesze Wielkie (2)";10174;
3007053;"Koźminek (3)";7315;
3007054;"Koźminek - miasto (4)";1823;
3007055;"Koźminek - obszar wiejski (5)";5492;
3007062;"Lisków (2)";5136;
3007072;"Mycielin (2)";4632;
3007083;"Opatówek (3)";10624;
3007084;"Opatówek - miasto (4)";3493;
3007085;"Opatówek - obszar wiejski (5)";7131;
3007093;"Stawiszyn (3)";6621;
3007094;"Stawiszyn - miasto (4)";1356;
3007095;"Stawiszyn - obszar wiejski (5)";5265;
3007102;"Szczytniki (2)";7550;
3007112;"Żelazków (2)";9614;
3008000;"Powiat kępiński";55924;
3008012;"Baranów (2)";8261;
3008022;"Bralin (2)";6099;
3008033;"Kępno (3)";24119;
3008034;"Kępno - miasto (4)";13530;
3008035;"Kępno - obszar wiejski (5)";10589;
3008042;"Łęka Opatowska (2)";5159;
3008052;"Perzów (2)";3763;
3008062;"Rychtal (2)";3596;
3008072;"Trzcinica (2)";4927;
3009000;"Powiat kolski";81562;
3009011;"Koło (1)";19417;
3009022;"Babiak (2)";7351;
3009032;"Chodów (2)";2799;
3009043;"Dąbie (3)";5730;
3009044;"Dąbie - miasto (4)";1703;
3009045;"Dąbie - obszar wiejski (5)";4027;
3009052;"Grzegorzew (2)";5350;
3009063;"Kłodawa (3)";11820;
3009064;"Kłodawa - miasto (4)";5870;
3009065;"Kłodawa - obszar wiejski (5)";5950;
3009072;"Koło (2)";7990;
3009082;"Kościelec (2)";6773;
3009092;"Olszówka (2)";4127;
3009102;"Osiek Mały (2)";6289;
3009113;"Przedecz (3)";3916;
3009114;"Przedecz - miasto (4)";1534;
3009115;"Przedecz - obszar wiejski (5)";2382;
3010000;"Powiat koniński";128837;
3010013;"Golina (3)";12332;
3010014;"Golina - miasto (4)";4284;
3010015;"Golina - obszar wiejski (5)";8048;
3010022;"Grodziec (2)";4949;
3010032;"Kazimierz Biskupi (2)";11535;
3010043;"Kleczew (3)";9608;
3010044;"Kleczew - miasto (4)";3893;
3010045;"Kleczew - obszar wiejski (5)";5715;
3010052;"Kramsk (2)";11639;
3010062;"Krzymów (2)";8312;
3010073;"Rychwał (3)";7982;
3010074;"Rychwał - miasto (4)";2383;
3010075;"Rychwał - obszar wiejski (5)";5599;
3010082;"Rzgów (2)";7127;
3010092;"Skulsk (2)";5716;
3010103;"Sompolno (3)";10054;
3010104;"Sompolno - miasto (4)";3336;
3010105;"Sompolno - obszar wiejski (5)";6718;
3010112;"Stare Miasto (2)";12943;
3010123;"Ślesin (3)";13937;
3010124;"Ślesin - miasto (4)";3098;
3010125;"Ślesin - obszar wiejski (5)";10839;
3010132;"Wierzbinek (2)";6915;
3010142;"Wilczyn (2)";5788;
3011000;"Powiat kościański";77239;
3011011;"Kościan (1)";23398;
3011023;"Czempiń (3)";11435;
3011024;"Czempiń - miasto (4)";5096;
3011025;"Czempiń - obszar wiejski (5)";6339;
3011032;"Kościan (2)";15896;
3011043;"Krzywiń (3)";9480;
3011044;"Krzywiń - miasto (4)";1662;
3011045;"Krzywiń - obszar wiejski (5)";7818;
3011053;"Śmigiel (3)";17030;
3011054;"Śmigiel - miasto (4)";5616;
3011055;"Śmigiel - obszar wiejski (5)";11414;
3012000;"Powiat krotoszyński";74921;
3012011;"Sulmierzyce (1)";2722;
3012023;"Kobylin (3)";7683;
3012024;"Kobylin - miasto (4)";3203;
3012025;"Kobylin - obszar wiejski (5)";4480;
3012033;"Koźmin Wielkopolski (3)";12567;
3012034;"Koźmin Wielkopolski - miasto (4)";6117;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";6450;
3012043;"Krotoszyn (3)";39389;
3012044;"Krotoszyn - miasto (4)";28126;
3012045;"Krotoszyn - obszar wiejski (5)";11263;
3012052;"Rozdrażew (2)";4934;
3012063;"Zduny (3)";7626;
3012064;"Zduny - miasto (4)";4314;
3012065;"Zduny - obszar wiejski (5)";3312;
3013000;"Powiat leszczyński";60017;
3013012;"Krzemieniewo (2)";7774;
3013022;"Lipno (2)";9918;
3013033;"Osieczna (3)";9335;
3013034;"Osieczna - miasto (4)";2443;
3013035;"Osieczna - obszar wiejski (5)";6892;
3013043;"Rydzyna (3)";10585;
3013044;"Rydzyna - miasto (4)";2869;
3013045;"Rydzyna - obszar wiejski (5)";7716;
3013052;"Święciechowa (2)";8741;
3013062;"Wijewo (2)";3728;
3013072;"Włoszakowice (2)";9936;
3014000;"Powiat międzychodzki";35593;
3014012;"Chrzypsko Wielkie (2)";3194;
3014022;"Kwilcz (2)";6080;
3014033;"Międzychód (3)";17828;
3014034;"Międzychód - miasto (4)";9956;
3014035;"Międzychód - obszar wiejski (5)";7872;
3014043;"Sieraków (3)";8491;
3014044;"Sieraków - miasto (4)";5820;
3014045;"Sieraków - obszar wiejski (5)";2671;
3015000;"Powiat nowotomyski";75178;
3015012;"Kuślin (2)";5150;
3015023;"Lwówek (3)";8722;
3015024;"Lwówek - miasto (4)";2923;
3015025;"Lwówek - obszar wiejski (5)";5799;
3015032;"Miedzichowo (2)";3893;
3015043;"Nowy Tomyśl (3)";27759;
3015044;"Nowy Tomyśl - miasto (4)";13591;
3015045;"Nowy Tomyśl - obszar wiejski (5)";14168;
3015053;"Opalenica (3)";15987;
3015054;"Opalenica - miasto (4)";9303;
3015055;"Opalenica - obszar wiejski (5)";6684;
3015063;"Zbąszyń (3)";13667;
3015064;"Zbąszyń - miasto (4)";7016;
3015065;"Zbąszyń - obszar wiejski (5)";6651;
3016000;"Powiat obornicki";58812;
3016013;"Oborniki (3)";34098;
3016014;"Oborniki - miasto (4)";17238;
3016015;"Oborniki - obszar wiejski (5)";16860;
3016023;"Rogoźno (3)";17912;
3016024;"Rogoźno - miasto (4)";10771;
3016025;"Rogoźno - obszar wiejski (5)";7141;
3016032;"Ryczywół (2)";6802;
3017000;"Powiat ostrowski";158486;
3017011;"Ostrów Wielkopolski (1)";69260;
3017023;"Nowe Skalmierzyce (3)";15985;
3017024;"Nowe Skalmierzyce - miasto (4)";4578;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";11407;
3017033;"Odolanów (3)";14458;
3017034;"Odolanów - miasto (4)";4941;
3017035;"Odolanów - obszar wiejski (5)";9517;
3017042;"Ostrów Wielkopolski (2)";19389;
3017052;"Przygodzice (2)";12416;
3017063;"Raszków (3)";11433;
3017064;"Raszków - miasto (4)";2099;
3017065;"Raszków - obszar wiejski (5)";9334;
3017072;"Sieroszewice (2)";9298;
3017082;"Sośnie (2)";6247;
3018000;"Powiat ostrzeszowski";54566;
3018012;"Czajków (2)";2455;
3018022;"Doruchów (2)";5050;
3018033;"Grabów nad Prosną (3)";7708;
3018034;"Grabów nad Prosną - miasto (4)";1908;
3018035;"Grabów nad Prosną - obszar wiejski (5)";5800;
3018042;"Kobyla Góra (2)";6239;
3018052;"Kraszewice (2)";3523;
3018063;"Mikstat (3)";5824;
3018064;"Mikstat - miasto (4)";1702;
3018065;"Mikstat - obszar wiejski (5)";4122;
3018073;"Ostrzeszów (3)";23767;
3018074;"Ostrzeszów - miasto (4)";13593;
3018075;"Ostrzeszów - obszar wiejski (5)";10174;
3019000;"Powiat pilski";130525;
3019011;"Piła (1)";70054;
3019022;"Białośliwie (2)";4504;
3019033;"Kaczory (3)";7466;
3019034;"Kaczory - miasto (4)";2777;
3019035;"Kaczory - obszar wiejski (5)";4689;
3019043;"Łobżenica (3)";9008;
3019044;"Łobżenica - miasto (4)";2764;
3019045;"Łobżenica - obszar wiejski (5)";6244;
3019053;"Miasteczko Krajeńskie (3)";3034;
3019054;"Miasteczko Krajeńskie - miasto (4)";1069;
3019055;"Miasteczko Krajeńskie - obszar wiejski (5)";1965;
3019062;"Szydłowo (2)";9748;
3019073;"Ujście (3)";7593;
3019074;"Ujście - miasto (4)";3355;
3019075;"Ujście - obszar wiejski (5)";4238;
3019083;"Wyrzysk (3)";13048;
3019084;"Wyrzysk - miasto (4)";5077;
3019085;"Wyrzysk - obszar wiejski (5)";7971;
3019093;"Wysoka (3)";6070;
3019094;"Wysoka - miasto (4)";2511;
3019095;"Wysoka - obszar wiejski (5)";3559;
3020000;"Powiat pleszewski";61251;
3020013;"Chocz (3)";4395;
3020014;"Chocz - miasto (4)";1625;
3020015;"Chocz - obszar wiejski (5)";2770;
3020022;"Czermin (2)";4799;
3020033;"Dobrzyca (3)";7629;
3020034;"Dobrzyca - miasto (4)";2922;
3020035;"Dobrzyca - obszar wiejski (5)";4707;
3020042;"Gizałki (2)";4417;
3020052;"Gołuchów (2)";11020;
3020063;"Pleszew (3)";28991;
3020064;"Pleszew - miasto (4)";16610;
3020065;"Pleszew - obszar wiejski (5)";12381;
3021000;"Powiat poznański";448663;
3021011;"Luboń (1)";32835;
3021021;"Puszczykowo (1)";9292;
3021033;"Buk (3)";12888;
3021034;"Buk - miasto (4)";5502;
3021035;"Buk - obszar wiejski (5)";7386;
3021042;"Czerwonak (2)";28065;
3021052;"Dopiewo (2)";35781;
3021062;"Kleszczewo (2)";11641;
3021072;"Komorniki (2)";36715;
3021083;"Kostrzyn (3)";20311;
3021084;"Kostrzyn - miasto (4)";9855;
3021085;"Kostrzyn - obszar wiejski (5)";10456;
3021093;"Kórnik (3)";36665;
3021094;"Kórnik - miasto (4)";8141;
3021095;"Kórnik - obszar wiejski (5)";28524;
3021103;"Mosina (3)";35478;
3021104;"Mosina - miasto (4)";14501;
3021105;"Mosina - obszar wiejski (5)";20977;
3021113;"Murowana Goślina (3)";17054;
3021114;"Murowana Goślina - miasto (4)";10287;
3021115;"Murowana Goślina - obszar wiejski (5)";6767;
3021123;"Pobiedziska (3)";21362;
3021124;"Pobiedziska - miasto (4)";9891;
3021125;"Pobiedziska - obszar wiejski (5)";11471;
3021132;"Rokietnica (2)";24144;
3021143;"Stęszew (3)";15538;
3021144;"Stęszew - miasto (4)";5874;
3021145;"Stęszew - obszar wiejski (5)";9664;
3021152;"Suchy Las (2)";20659;
3021163;"Swarzędz (3)";56650;
3021164;"Swarzędz - miasto (4)";28254;
3021165;"Swarzędz - obszar wiejski (5)";28396;
3021172;"Tarnowo Podgórne (2)";33585;
3022000;"Powiat rawicki";58601;
3022013;"Bojanowo (3)";8189;
3022014;"Bojanowo - miasto (4)";2790;
3022015;"Bojanowo - obszar wiejski (5)";5399;
3022023;"Jutrosin (3)";6879;
3022024;"Jutrosin - miasto (4)";1850;
3022025;"Jutrosin - obszar wiejski (5)";5029;
3022033;"Miejska Górka (3)";8817;
3022034;"Miejska Górka - miasto (4)";3054;
3022035;"Miejska Górka - obszar wiejski (5)";5763;
3022042;"Pakosław (2)";4788;
3022053;"Rawicz (3)";29928;
3022054;"Rawicz - miasto (4)";19655;
3022055;"Rawicz - obszar wiejski (5)";10273;
3023000;"Powiat słupecki";57264;
3023011;"Słupca (1)";12952;
3023022;"Lądek (2)";5447;
3023032;"Orchowo (2)";3569;
3023042;"Ostrowite (2)";4757;
3023052;"Powidz (2)";2230;
3023062;"Słupca (2)";9885;
3023072;"Strzałkowo (2)";9934;
3023083;"Zagórów (3)";8490;
3023084;"Zagórów - miasto (4)";2729;
3023085;"Zagórów - obszar wiejski (5)";5761;
3024000;"Powiat szamotulski";91659;
3024011;"Obrzycko (1)";2391;
3024022;"Duszniki (2)";9616;
3024032;"Kaźmierz (2)";9434;
3024042;"Obrzycko (2)";4425;
3024053;"Ostroróg (3)";4723;
3024054;"Ostroróg - miasto (4)";1836;
3024055;"Ostroróg - obszar wiejski (5)";2887;
3024063;"Pniewy (3)";12375;
3024064;"Pniewy - miasto (4)";8080;
3024065;"Pniewy - obszar wiejski (5)";4295;
3024073;"Szamotuły (3)";29986;
3024074;"Szamotuły - miasto (4)";18219;
3024075;"Szamotuły - obszar wiejski (5)";11767;
3024083;"Wronki (3)";18709;
3024084;"Wronki - miasto (4)";10505;
3024085;"Wronki - obszar wiejski (5)";8204;
3025000;"Powiat średzki";59954;
3025012;"Dominowo (2)";3443;
3025022;"Krzykosy (2)";7340;
3025032;"Nowe Miasto nad Wartą (2)";8586;
3025043;"Środa Wielkopolska (3)";33680;
3025044;"Środa Wielkopolska - miasto (4)";24324;
3025045;"Środa Wielkopolska - obszar wiejski (5)";9356;
3025052;"Zaniemyśl (2)";6905;
3026000;"Powiat śremski";61044;
3026012;"Brodnica (2)";4743;
3026023;"Dolsk (3)";5781;
3026024;"Dolsk - miasto (4)";1550;
3026025;"Dolsk - obszar wiejski (5)";4231;
3026033;"Książ Wielkopolski (3)";8044;
3026034;"Książ Wielkopolski - miasto (4)";2544;
3026035;"Książ Wielkopolski - obszar wiejski (5)";5500;
3026043;"Śrem (3)";42476;
3026044;"Śrem - miasto (4)";27817;
3026045;"Śrem - obszar wiejski (5)";14659;
3027000;"Powiat turecki";80990;
3027011;"Turek (1)";24463;
3027022;"Brudzew (2)";5909;
3027033;"Dobra (3)";5833;
3027034;"Dobra - miasto (4)";1328;
3027035;"Dobra - obszar wiejski (5)";4505;
3027042;"Kawęczyn (2)";4915;
3027052;"Malanów (2)";6440;
3027062;"Przykona (2)";4630;
3027073;"Tuliszków (3)";10156;
3027074;"Tuliszków - miasto (4)";3038;
3027075;"Tuliszków - obszar wiejski (5)";7118;
3027082;"Turek (2)";10746;
3027092;"Władysławów (2)";7898;
3028000;"Powiat wągrowiecki";69007;
3028011;"Wągrowiec (1)";25398;
3028022;"Damasławek (2)";4985;
3028033;"Gołańcz (3)";7771;
3028034;"Gołańcz - miasto (4)";3180;
3028035;"Gołańcz - obszar wiejski (5)";4591;
3028042;"Mieścisko (2)";5681;
3028053;"Skoki (3)";10180;
3028054;"Skoki - miasto (4)";4773;
3028055;"Skoki - obszar wiejski (5)";5407;
3028062;"Wapno (2)";2676;
3028072;"Wągrowiec (2)";12316;
3029000;"Powiat wolsztyński";56672;
3029012;"Przemęt (2)";13998;
3029022;"Siedlec (2)";12460;
3029033;"Wolsztyn (3)";30214;
3029034;"Wolsztyn - miasto (4)";11935;
3029035;"Wolsztyn - obszar wiejski (5)";18279;
3030000;"Powiat wrzesiński";78223;
3030012;"Kołaczkowo (2)";5587;
3030023;"Miłosław (3)";9837;
3030024;"Miłosław - miasto (4)";3391;
3030025;"Miłosław - obszar wiejski (5)";6446;
3030033;"Nekla (3)";7916;
3030034;"Nekla - miasto (4)";3826;
3030035;"Nekla - obszar wiejski (5)";4090;
3030043;"Pyzdry (3)";6491;
3030044;"Pyzdry - miasto (4)";2958;
3030045;"Pyzdry - obszar wiejski (5)";3533;
3030053;"Września (3)";48392;
3030054;"Września - miasto (4)";31759;
3030055;"Września - obszar wiejski (5)";16633;
3031000;"Powiat złotowski";67301;
3031011;"Złotów (1)";18138;
3031023;"Jastrowie (3)";10806;
3031024;"Jastrowie - miasto (4)";8258;
3031025;"Jastrowie - obszar wiejski (5)";2548;
3031033;"Krajenka (3)";7366;
3031034;"Krajenka - miasto (4)";3498;
3031035;"Krajenka - obszar wiejski (5)";3868;
3031042;"Lipka (2)";5299;
3031053;"Okonek (3)";7911;
3031054;"Okonek - miasto (4)";3616;
3031055;"Okonek - obszar wiejski (5)";4295;
3031062;"Tarnówka (2)";2969;
3031072;"Zakrzewo (2)";4833;
